Physical_activity,free_programs,"3. In the past year have you visited a library branch, accessed the library online or contacted the library by telephone?",frequency_internet,participation_volunteer,TTC,Walk,Drive,Cycle,Taxi,Community program,Wheel-Trans,Rides from others,Frequently_use_TTC,Other services,Driving is faster,Prefer driving,Not affordable,Distance,Stations not accessible,Vehicles not accessible,Crowded,Announcement hard to hear,Not safe,Major repairs,Accessible modification,No,difficulty,10. Which term(s) do you prefer when referring to people aged 65 and older? [Elders],10. Which term(s) do you prefer when referring to people aged 65 and older? [Mature Adults],10. Which term(s) do you prefer when referring to people aged 65 and older? [Older Adults],10. Which term(s) do you prefer when referring to people aged 65 and older? [Older Persons],10. Which term(s) do you prefer when referring to people aged 65 and older? [Older Residents],10. Which term(s) do you prefer when referring to people aged 65 and older? [Older Torontonians],10. Which term(s) do you prefer when referring to people aged 65 and older? [Senior Citizens],10. Which term(s) do you prefer when referring to people aged 65 and older? [Seniors],Accessibility,Civic Engagement,Communication and Information,Food Access,Health Care and Home Care Services,Housing Affordability and Availability,Income and Employment,Recreation and Community Services,Respect and Social Inclusion,Safety and Security,Transportation Issues,City of Toronto website,Internet search engine,Calling 311,Calling 211,Local ward councillor,Service directory,"Posters, etc.",Workers in community,Faith group,Word of mouth,people_help,14. What are the first three characters of your postal code?,employment_status,gender,16. What is your sex/gender? [other],Understand spoken English,Speak,Read,None,service_language,18. In what language(s) would you feel most comfortable to receive services? [other],age_group
At least a few times each week,No,Yes,At least once a day,At least once a day,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,Yes,M6P,Unable to work for health or other reasons,Female,NA,1,1,1,NA,English,NA,55-59 years
At least a few times each week,No,Yes,At least once a day,At least once a month,NA,1,1,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,No,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,No,M6P,Retired,Female,NA,1,1,1,NA,English,NA,70-74 years
At least once a day,Yes,No,Never,At least once a month,1,1,1,NA,NA,NA,NA,NA,No,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,No,M6P,Employed full-time,Male,NA,1,1,1,NA,English,NA,65-69 years
At least once a day,No,Yes,At least once a month,At least once a week,1,1,NA,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Yes,M6P,Unable to work for health or other reasons,Male,NA,1,1,1,NA,English,NA,60-64 years
At least once a day,No,Yes,At least once a day,Never,1,1,1,1,NA,NA,NA,NA,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,Yes,M6P,Employed full-time,Female,NA,1,1,1,NA,English,NA,Less than 54 years
At least once a week,No,Yes,At least once a day,Never,NA,NA,NA,NA,NA,NA,1,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,Yes,m6p,Retired,Female,NA,NA,1,1,NA,English,NA,60-64 years
At least once a day,No,No,At least once a day,At least a few times a week,1,NA,NA,NA,NA,NA,1,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,M6P,Retired,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a day,Yes,Yes,At least a few times a week,NA,1,1,1,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,Yes,M6P,Retired,Male,NA,1,1,1,NA,English,NA,70-74 years
At least once a day,No,Yes,At least once a day,Never,NA,1,1,NA,NA,NA,NA,NA,No,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6p,Unable to work for health or other reasons,Female,NA,1,1,1,NA,English,NA,Less than 54 years
At least once a day,No,Yes,At least once a day,At least once a week,1,1,1,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6P,Employed part-time,Female,NA,1,1,1,NA,English,NA,70-74 years
At least a few times each week,Yes,Yes,At least once a day,At least once a week,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,Yes,M6P,Retired,Female,NA,NA,NA,NA,1,Vietnamese,NA,75-79 years
At least a few times each week,NA,Yes,At least once a day,At least a few times a week,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,Yes,M6P,Retired,Female,NA,1,NA,NA,NA,Vietnamese,NA,65-69 years
NA,No,No,Never,At least once a week,NA,NA,NA,NA,NA,NA,1,NA,No,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Yes,m6p,Retired,Female,NA,1,1,1,NA,English,NA,80-84 years
At least a few times each week,Yes,Yes,At least once a day,At least once a month,1,NA,1,NA,NA,NA,NA,NA,No,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,No,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,Yes,m6p,Employed full-time,Female,NA,1,1,1,NA,NA,NA,60-64 years
At least a few times each week,No,No,At least once a day,Never,1,1,NA,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,m6p,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA
At least once a day,No,Yes,At least a few times a week,Never,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,M6P,Retired,Male,NA,NA,NA,NA,NA,NA,NA,70-74 years
At least once a day,Yes,NA,Never,Never,1,NA,1,NA,NA,NA,NA,NA,No,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,Yes,m6p,Retired,NA,NA,1,1,1,NA,NA,NA,80-84 years
At least once a day,No,Yes,NA,At least once a month,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6P,Retired,Female,NA,1,NA,NA,NA,NA,NA,70-74 years
At least a few times each week,No,Yes,At least once a week,At least once a week,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Yes,M6P,Retired,Female,NA,1,1,1,NA,NA,NA,70-74 years
At least a few times each week,Yes,Yes,At least once a day,At least once a week,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Yes,M6P,Unable to work for health or other reasons,Male,NA,1,NA,NA,NA,Arabic,NA,55-59 years
At least once a day,Yes,No,Never,At least a few times a week,NA,1,1,NA,NA,NA,NA,NA,No,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6P,Retired,Female,NA,NA,NA,NA,NA,NA,NA,80-84 years
At least once a day,Yes,No,Never,At least a few times a week,NA,1,1,NA,NA,NA,NA,NA,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6P,Retired,Female,NA,NA,NA,NA,NA,NA,NA,80-84 years
At least once a week,Yes,No,At least once a day,Never,1,1,1,NA,NA,NA,NA,NA,No,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,No,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,Yes,M6P,Employed full-time,Female,NA,1,1,1,NA,English,NA,55-59 years
At least once a week,No,No,At least a few times a week,Never,1,NA,NA,NA,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Yes,M6P,Unable to work for health or other reasons,Female,NA,1,NA,NA,NA,Spanish,NA,70-74 years
At least a few times each week,No,Yes,At least once a day,At least once a month,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,Yes,m6p,Employed part-time,Female,NA,NA,1,NA,NA,English,NA,60-64 years
At least once a day,Yes,No,At least once a day,At least a few times a week,NA,NA,NA,NA,1,NA,NA,NA,Yes,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,Yes,M6P,Retired,NA,NA,NA,NA,NA,NA,NA,NA,NA
At least once a day,No,No,NA,At least once a day,NA,NA,1,NA,NA,NA,NA,NA,No,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Yes,M6P,Retired,Female,NA,1,1,1,NA,English,NA,80-84 years
At least once a day,No,Yes,At least once a day,Never,1,1,1,1,1,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6R,Employed full-time,Female,NA,1,1,1,NA,English,NA,Less than 54 years
At least once a day,No,Yes,At least once a day,At least once a day,1,1,1,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,Yes,M6R,Employed full-time,Female,NA,1,1,1,NA,English,NA,55-59 years
At least once a day,No,Yes,NA,Never,1,1,1,NA,NA,NA,NA,NA,No,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,m6r,Employed part-time,Female,NA,1,1,1,NA,English,NA,65-69 years
At least once a day,No,Yes,At least once a day,At least once a month,NA,1,NA,1,NA,NA,NA,NA,No,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,No,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Yes,M6R,Employed part-time,NA,NA,NA,NA,NA,NA,NA,NA,NA
At least once a day,No,Yes,At least once a day,At least once a week,1,1,NA,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,Yes,M6R,Retired,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a day,Yes,No,At least once a day,At least a few times a week,NA,1,1,NA,1,NA,NA,NA,No,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,No,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,Yes,M6R,Employed part-time,Female,NA,1,1,1,NA,English,NA,Less than 54 years
At least once a week,No,Yes,At least once a day,At least once a day,1,1,1,NA,NA,NA,NA,NA,No,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,M6R,Retired,Female,NA,1,1,1,NA,English,NA,70-74 years
At least once a day,Yes,Yes,At least once a day,At least a few times a week,1,1,1,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,Yes,M6r,Retired,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a week,No,Yes,At least once a day,At least a few times a week,1,1,NA,NA,1,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,Yes,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,Yes,m6r,Retired,Female,NA,1,1,1,NA,English,NA,70-74 years
At least a few times each week,No,Yes,At least once a day,At least once a week,1,1,1,NA,NA,NA,NA,NA,No,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,No,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,Yes,M6R,Retired,Female,NA,NA,1,1,NA,English,NA,65-69 years
At least once a day,No,Yes,At least once a day,At least once a month,1,1,NA,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6R,Retired,Male,NA,1,1,1,NA,English,NA,65-69 years
At least once a day,No,Yes,At least once a day,At least once a month,1,1,1,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,m6r,Employed full-time,Female,NA,1,1,1,NA,English,NA,55-59 years
At least once a day,Yes,Yes,At least once a day,Never,1,NA,NA,NA,NA,NA,1,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,Yes,M6R,Retired,Female,NA,1,1,1,NA,English,NA,70-74 years
At least once a day,No,Yes,At least once a day,At least once a month,1,1,NA,NA,1,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,No,M6R,Retired,Female,NA,1,1,1,NA,English,NA,65-69 years
At least a few times each week,Yes,Yes,At least once a day,At least a few times a week,1,1,NA,NA,NA,1,NA,NA,No,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,Yes,M6R,Retired,Female,NA,1,1,1,NA,English,NA,70-74 years
At least once a day,No,Yes,At least a few times a week,At least once a month,1,1,1,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,Yes,M6R,Retired,Female,NA,NA,1,1,NA,English,NA,65-69 years
At least once a day,No,Yes,At least once a day,Never,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,Yes,M6R,Employed full-time,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a day,No,Yes,At least once a day,Never,NA,1,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6R,Employed part-time,Female,NA,1,1,1,NA,English,NA,65-69 years
At least once a day,Yes,No,At least a few times a week,At least once a week,1,1,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,Yes,M6R,"Unemployed, looking for work",Female,NA,1,1,1,NA,English,NA,65-69 years
At least a few times each week,Yes,Yes,At least once a day,At least once a week,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,Yes,M6R,Retired,Female,NA,1,1,1,NA,English,NA,80-84 years
At least once a week,Yes,Yes,At least once a day,At least once a month,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,M6R,Retired,Female,NA,1,1,1,NA,Vietnamese,NA,70-74 years
At least a few times each week,Yes,Yes,At least once a day,At least once a week,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,No,M6R,Retired,Female,NA,1,1,1,NA,Vietnamese,NA,70-74 years
At least once a day,No,No,At least once a month,At least a few times a week,NA,1,NA,1,NA,NA,NA,NA,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Yes,m6r,Retired,Female,NA,NA,1,1,NA,English,NA,70-74 years
Never,No,Yes,At least once a day,Never,1,1,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,Yes,m6r,Employed full-time,Female,NA,1,1,1,NA,NA,NA,Less than 54 years
At least once a week,Yes,No,At least once a day,At least a few times a week,1,NA,NA,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,M6R,Retired,Male,NA,1,1,1,NA,English,NA,70-74 years
At least a few times each week,Yes,Yes,At least once a day,At least once a week,1,NA,1,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,Yes,M6R,Employed part-time,Male,NA,1,NA,NA,NA,Spanish,NA,65-69 years
At least once a day,Yes,Yes,At least once a day,At least once a day,NA,1,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,M6R,Retired,Female,NA,1,NA,NA,NA,English,NA,55-59 years
At least once a day,No,Yes,At least once a day,At least a few times a week,1,1,NA,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,m6r,Retired,Transgender,NA,1,1,1,NA,English,NA,70-74 years
At least once a day,No,Yes,At least once a day,At least once a month,1,1,1,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,Yes,M6S,Employed full-time,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a month,No,Yes,Never,At least once a month,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Yes,m6s,Retired,Female,NA,1,1,1,NA,Ukrainian,NA,70-74 years
At least a few times each week,No,Yes,At least once a day,At least once a week,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,M6S,Employed part-time,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a day,No,Yes,At least once a day,Never,NA,1,1,NA,NA,NA,NA,NA,No,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,Yes,M6S,Retired,Female,NA,1,1,1,NA,English,NA,60-64 years
At least once a day,Yes,No,At least once a day,At least once a month,1,1,NA,1,NA,NA,NA,NA,No,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,1,No,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,Yes,M6S,Retired,Male,NA,1,1,1,NA,English,NA,65-69 years
At least once a day,No,Yes,At least once a day,At least a few times a week,1,1,1,NA,NA,NA,NA,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,Yes,M6S,Retired,Female,NA,1,1,1,NA,English,NA,75-79 years
At least once a day,No,Yes,At least once a day,Never,1,NA,1,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,m6s,Retired,Female,NA,NA,1,1,NA,English,NA,60-64 years
At least a few times each week,No,Yes,At least once a day,At least once a week,1,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,Yes,M6S,Retired,Female,NA,1,1,1,NA,English,NA,80-84 years
